place_id,nombre,direccion,tipo_territorio,departamento,pais,latitud,longitud,calificacion,total_calificaciones,comentarios,nivel_precios,telefono,tipo_telefono,sitio_web,entrada_accesible,es_reservable,estado_negocio,tags,abre_lunes,abre_martes,abre_miercoles,abre_jueves,abre_viernes,abre_sabado,abre_domingo,abierto_24h,fuente,direccion_original
ChIJ3ykOR36oMI4RPe-9Az6feWQ,la estacin beer and food,carrera 5 norte numero 67-30 comuna 4,Ciudad,Valle del Cauca,Colombia,3.4858476,-76.50094709999999,4.6,1447.0,"fuí la primera vez por dos amigas que ya conocían nos gustó tanto que decidimos volver,a reunirnos con otros amigos,todo muy chévere,agradable,tranquilo,buena variedad en comida y bebidas la música clásicos del rock, anglo y latino súper cool | el sitio es bonito, tiene buena decoración, un tanto pequeño, se llena rápido, se debe llegar temprano, la atención un tanto demorada, la comida es buena y a buen precio, la música y la banda en vivo muy buenas, platos entre 20 y 50 mil, entradas desde los 12 mil, variedad en cerveza y licores. | un lugar agradable, el ambiente es muy sano y te la gozas desde que entras al lugar y hasta que sales, precios cómodos y la atención de los meseros es muy servicial y respetuosos, cabe resaltar que te olvidas de tu entorno común y vives un momento inolvidable. | excelente lugar para compartir una noche de rock, el ambiente es tranquilo, puedes tomar algo y conversar. la comida es rica y los precios son acordes. | muy buena musica, excelente ambiente, la comida es deliciosa. un sitio bien recomendado",Normal,+57 316 5384666,Móvil,,True,True,operational,"['bar', 'cafe', 'establishment', 'food', 'point_of_interest']",True,True,True,True,True,True,True,False,Google API,"cra. 5 nte. #67-30, comuna 4, cali, valle del cauca, colombia"
ChIJuUMx4A6nMI4RjuDg4kQzr_M,karmah terraza bar,carrera 37 numero 10-05 olimpico,Ciudad,Valle del Cauca,Colombia,3.4223484,-76.5344444,4.2,141.0,"el lugar es bonito, la atención es buena, tiene buena vista, cobran cober por presentación de artista, tienen dj, colocan buena música, los cócteles y micheladas son buenas, aunque la comida deja mucho que desear, realmente esperábamos más la comida es rica aunque muy normal para el lugar y el costo. | un lugar muy lindo, con dj y buen ambiente. el servicio es bueno y hay suficiente espacio, lo recomiendo | el lugar es muy bonito, bien decorado, pero no le gisto la atención ni la comida, tal vez por que era el día de la madre, me dieron los cubiertos sucios, no se percataron, pero merece una segunda oportunidad, como bar es muy bueno y muy buena música. | excelente servicio, ubicado estratega en el sur de cali con una brisa espectacular, buena selección musical y la carta resalta la gastronomía propia | excelente lugar, comida deliciosa, la atención y una vista espectacular. recomendando!!",,+57 310 8501023,Móvil,http://www.instagram.com/karmahterrazabar,,True,operational,"['bar', 'establishment', 'point_of_interest']",False,False,True,True,True,True,True,False,Google API,"cra. 37 #10-05, olimpico, cali, valle del cauca, colombia"
ChIJt60WuGKmMI4Rr4tG76DOldA,rock city bar,calle 5 numero 12-59 comuna 3,Ciudad,Valle del Cauca,Colombia,3.4448907,-76.5363311,4.5,1002.0,"es un bar de rock con una buena variedad de música dentro de este género, con un sonido muy bien definido y agradable, que permite disfrutar de la música y conversar mientras se escucha y ve los vídeos. también hay música en vivo con diferentes grupos que se presentan allí o en las fiestas temáticas que realizan. la variedad de cervezas y licores en general también es amplia y agradable, así como también ofrecen comidas muy ricas y en una porción adecuada. el ambiente es tranquilo, se puede disfrutar en compañía de la pareja o con amigos. la atención es excelente, siempre muy amables y atentos a los pedidos que se les realiza. | un lugar muy bueno para compartir con amigos, familia y pareja... la comida y las bebidas tienen un precio muy justo y son deliciosas, muy buena música y el personal bastante amable, realizan shows espectaculares | comida muy medida, no está de más poner un poco más de nachos al plato, realmente no son costosos para ustedes. acompañar las cervezas con un pequeño recipiente de crispetas como lo hacen otros lugares sería bien recibido por el cliente e igualmente más porque el cobro de cover de la noche, o sea tener bien al cliente, para que quede satisfecho y regrese pronto y con mas gente(clientes nuevos). la música fue variada y buena al igual que la interpretada por la banda. en la parte de adelante realmente les hace falta ventilación, hace mucho calor y toca salir a la calle a tomar aire y cuando ya está lleno es más sofocante. | había escuchado mucho de este lugar y fui en un par de ocasiones, la primera vez no me gustó, pero le di una segunda oportunidad solo para confirmar que efectivamente no vale la pena. cobran cover, lo cual me parece absurdo para este tipo de lugar, el lugar parece un garaje y hay poco espacio y poca ventilación. las bandas que se presentaron son muy flojitas. la comida es bastante mala. del servicio no me puedo quejar, fue excelente en ambas ocasiones. | estuvo super interesante, excelente banda, excelente música, un buen lugar para compartir, escuchar buena música y con buena comida para la ocasión. me encantó mucho lo amplio que se siente.super todo.",Normal,+57 317 7704074,Móvil,https://rockcitybar.wixsite.com/rockcity/men%C3%BA,False,True,operational,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']",False,False,False,True,True,True,True,False,Google API,"cl. 5 #12-59, comuna 3, cali, valle del cauca, colombia"
ChIJ11QISWymMI4RsABStwxI3XE,fonda mi dios se lo pague karaoke bar,avenida 9 norte numero 13-01 granada,Ciudad,Valle del Cauca,Colombia,3.458222,-76.5352544,4.4,1694.0,"el lugar bueno para ir a pasar un buen rato con tus amigos, cantando y bailando. buena música y además pueden mejorar en la comida. aunque no fue de mi agrado los platos aunque no son muy variados. sus preparaciones no fueron las mejores cuando fui. | en este lugar encontré personas muy amables dispuestas a la atención, me gusta poder realizar reservas con mucho tiempo de antelación sin tener que pagar de más, la música fue completamente crossover, hubo incluso música disco, el licor y la comida estuvieron maravillosos. me gusta cuando el dj anima a las personas a cantar. mi única observación para este sitio es que por muy granada que sea, los precios están muy elevados. la picada para 4 costo 60 y no era muy grande. no sé que le pasó al sitio, antes no tenía este problema | es un muy buen lugar, buena música, bien ambiente, precios moderados, desde hace años lo visitamos y han sabido mantenerse. cómo recomendación, recordar que la propina es opcional, es de muy mal gusto q la mesera al momento de pedir la cuenta no muestre la factura y cobre la propina por delante pedimos la cuenta y sucedió eso, posteriormente pedimos 1 cerveza q cuesta 12.000 se preguntó cuánto era y dice 13.200 considero q esto no debería ser, si quieren propina por lo menos pasen la factura ya cada quien decide si la da o no lo da. | música crossover de todas las épocas y karaoke, buen servicio, es ideal para ir en grupo | el lugar es agradable, muy lindo, la música está buena. el animador puede mejorar. a mi parecer las porciones de nachos para 4 y picada de 6 personas tienen buen sabor aunque son muy pequeñas.",Normal,+57 300 4130292,Móvil,https://m.facebook.com/MiDiosSeLoPague/?locale2=es_LA,False,True,operational,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']",False,False,True,True,True,True,False,False,Google API,"av. 9 nte. #13-01, granada, cali, valle del cauca, colombia"
ChIJky4hzmSmMI4RHzyGaEXDERw,museo arqueolgico la merced,carrera 4 numero 6-59 san pedro,Ciudad,Valle del Cauca,Colombia,3.4506013,-76.53661939999999,4.6,711.0,"es un museo interesante, pero pequeño, tiene 2 partes, una temporal donde se hacen exhibiciones qué rotan, y una fija donde están las piezas de las diferentes culturas. la atención es muy buena desde que llegas, sorprende que el guarda de seguridad privada fue muy amable, como debe ser, pero es poco común verlo. quien nos entregó las boletas de ingreso, nos explicó como está compuesto el museo y durante el recorrido nos puso unos sellos similares a los vistos en las vitrinas, a mi hijo le encantó. a propósito de mi hijo, tenemos que decir que se asustó un poco por lo oscuro de las instalaciones, pero poco a poco se fue calmando. | esta bien, la entrada es barata (10000 pesos) . lo que yo añadiría es información. la exposición no es grande, pero es curiosa. | un lugar hermoso, con obras de arte excepcionales y rebosante de tranquilidad. | es un lugar que vale la pena visitar por su sentido histórico, a quienes les guste la fotografía encontrarán un sinnúmero de planos. el lugar es tranquilo, bastante silencioso . su estructura y sentido es divino valor ingreso 4000 cop | buen lugar, personal amable. importante conocer sobre los tumaco y calima.",,+57 602 8893434,Móvil,http://www.museoarqueologicomusa.com/New/museo_cali.php,True,,operational,"['establishment', 'museum', 'point_of_interest', 'tourist_attraction']",True,True,True,True,True,True,False,False,Google API,"cra. 4 #6-59, san pedro, cali, valle del cauca, colombia"
ChIJTZYY7nimMI4Rqeqt1Ztdq2E,museo de arte moderno la tertulia,calle 6 oeste numero 13 numerormandia sebastian de belalcazar,Ciudad,Valle del Cauca,Colombia,3.4505432,-76.54470719999999,4.5,36.0,"interesante colección, casi todas las salas estaban dirigidas a las actividades de cop 16. un lugar agradable, se recorre rápido. y una mirada cultural diferente de cali. | gran lugar para eventos, el evento de la alcaldía está bien organizado y representa bien lo que es colombia. | muy mal servicio. no respetan los horarios de los recorridos y dejan los visitantes esperando por mucho tiempo. | bonitas instalaciones, con exhibiciones muy básicas. | el museo la tertulia, conocido anteriormente como museo de arte moderno la tertulia, es un museo de arte, el primero de arte moderno3​ y con la colección de obras en soporte de papel más importante del país,4​ situado en la ciudad de cali, colombia. cuenta con una importante colección de arte americano y colombiano, en particular de obra gráfica, exhibida en un edificio dedicado a la muestra permanente. en sus salas tiene lugar una actividad constante de exposiciones de arte moderno y contemporáneo. las obras que pertenecen al museo la tertulia se configuraron como colección en 1968, cuando se inauguró el edificio que hoy lleva el nombre de su fundadora: maritza uribe urdinola. en nuestra colección encontrarás más de 700 artistas nacionales e internacionales y más de 1800 obras. propiciamos conexiones entre arte y educación para transformar las exposiciones en motores creativos y experiencias pedagógicas enriquecedoras.",,+57 602 8932939,Móvil,http://www.museolatertulia.com/,True,,operational,"['establishment', 'museum', 'point_of_interest']",False,True,True,True,True,True,True,False,Google API,"cl. 6 oe. #13, normandia sebastian de belalcazar, cali, valle del cauca, colombia"
ChIJU0vx6mSmMI4R4Ywhf0Cxh3k,museo del oro calima del banco de la repblica,calle 7 numero 4-69 san pedro,Ciudad,Valle del Cauca,Colombia,3.4500135,-76.5357412,4.7,2209.0,"bien organizado y presentado, gratis y seguro en su interior, pero claramente la cultura calima y en banrepublica están en capacidad de ofrecer una mas extensa y detallada muestra a sus visitantes | la sala es pequeña, pero cuenta con muchas particularidades de la cultura calima. la entrada es gratuita. y además suelen haber otras exposiciones en las demás salas. | museo del oro ofrece servicio de música gratis excelente | es pequeño, pero tiene cosas interesantes, la entrada te vale por dos semanas para entrar gratis. | el ingreso es gratuito y tiene un guía que te da información si la requieres. la exposición del río magdalena me gustó mucho",,+57 602 8837700,Móvil,https://www.banrepcultural.org/cali/museo-del-oro-calima,True,,operational,"['establishment', 'museum', 'point_of_interest', 'tourist_attraction']",False,True,True,True,True,True,False,False,Google API,"cl. 7 #4-69, san pedro, cali, valle del cauca, colombia"
ChIJF06VcnmmMI4Razg9LryeTHo,museo la tertulia,oeste carrera 1 numero 5-105 numerormandia sebastian de belalcazar,Ciudad,Valle del Cauca,Colombia,3.4502809,-76.5453033,4.7,6903.0,"evento muy bonito visualmente y melódicamente, máximo si el tributo es de un grupo o artista que se admira , plan perfecto para asistir solo o acompañado, recomendado. | es un espacio súper lindo! aprovechen si tienen caja de compensación comfandi para ir a la cinemateca sin costo, a ver ciclos de cine que usualmente no hay en teatros comerciales! | excelente lugar, buena ubicación, variedad de espacios. | que buen lugar! la atención es muy buena y las exposiciones muy interesantes. considero importante para turistas algunos folletos de regalo o postales sobre el museo, incluso recorridos guiados. | hola soy de puerto rico! el museo es increíble! tiene para todos los gustos desde pintura, cerámica y escultura. lo visité hace 2 años con mi esposo y el personal es súper atento. en estos momentos que estoy leyendo la novela los nombres de feliza de juan gabriel vásquez me emociona saber que estuve ahí y vi de cerca las obras de feliza bursztyn y beatriz daza. sin duda alguna recomiendo a todo el que ame el arte que no deje de visitar el museo!",,+57 602 8932939,Móvil,http://www.museolatertulia.com/,True,,operational,"['establishment', 'library', 'movie_theater', 'museum', 'point_of_interest', 'tourist_attraction']",False,True,True,True,True,True,True,False,Google API,"oeste, cra. 1 #5-105, normandia sebastian de belalcazar, cali, valle del cauca, colombia"
ChIJ4yGt7XimMI4RNPJEKquXnZY,museo caliwood,avenidaenida belalcazar carrera 2 oesteste numero 5-a-55 oesteste,Ciudad,Valle del Cauca,Colombia,3.450454,-76.5472486,4.7,793.0,"excelente experiencia por la historia del cine, por su evolución, contrastes e importancia a lo largo del tiempo .. | visitar este museo genera diferentes sensaciones; para los creadores audiovisuales es un paso por la ciudad de cali en los 80s para los mayores es un recuerdo a su infancia o adolescencia y para los centennial es reconocer un mundo anterior al que conocen, pero en todo caso es una parada obligada para los caleños y visitantes | excelente lugar, todas las exposiciones de máquinas proyectoras de cine de la época, fotografías que cuentan historias | excelente servicio, don hugo una persona muy amable | lugar pequeño, pero con una gran cantidad de equipos de grabación y proyección desde sus inicios en el siglo pasado. muy interesante y el trato de los encargados, súper amable.",,+57 310 4732282,Móvil,,True,,operational,"['establishment', 'movie_theater', 'museum', 'point_of_interest', 'tourist_attraction']",True,True,True,True,True,True,True,False,Google API,"avenida belalcazar (carrera 2 oeste) #5-a-55 oeste, cali, valle del cauca, colombia"
ChIJbQX1-8mnMI4RH1BQqd2OeR8,nirvana bar,carrera 16 numero 3-91 los libertadores,Ciudad,Valle del Cauca,Colombia,3.4431336,-76.5380701,5.0,16.0,"una amiga me invitó ,pues ella lo frecuenta,me encantó este lugar! ,buena música rock variado , buen sonido ,precios y el ambiente es un acogedor parche!. recomendado ,la atención amable de parte de los encargados"" | excelente lugar , buena música , buena atención para pasar un rato súper agradable ️ | excelente lugar y ni hablar de la comida con la mejor atención. el mejor sitio para compartir! | un lugar super acogedor, y la atención es excelente, lo recomiendo al 100% | experiencia excelente buena musica y la atención bacana, los recomiendo a mil !!!",,+57 321 6192667,Móvil,,,True,operational,"['bar', 'establishment', 'point_of_interest']",False,False,True,True,True,True,True,False,Google API,"cra. 16 #3-91, los libertadores, cali, valle del cauca, colombia"
ChIJ3V3Wl1WmMI4RguAlGU6I39I,centro artstico reminiscencias,carrera 15 numero 39-10 comuna 8,Ciudad,Valle del Cauca,Colombia,3.4445144,-76.5064299,4.5,374.0,"el sitio no es malo, lo que pasa es que es el propio sitio de viejitos los cantantes son buenos al que le guste la música de cuerda es su sitio. después de las 12 que llegan los cantantes de banda y el imitador de luis alberto posada cambia la cosa. no me gustó que éramos 10 personas y las mesas son muy pequeñas, el mesero nos dijo que no más de dos mesas y estábamos muy estrechos, el mesero no es lo más amable del mundo pero bueno. | buen ambiente, grupo en vivo, el fin de semana no te venden cerveza solamente, debes comprar un licor fuerte como aguardiente. la cerveza te la venden como pasante, así que si eres de las personas que toman poco licor este no es tu sitio | excelente ambiente familiar y músicos de calidad, me encanta este sitio. | excelente la atencion de este lugar..su musica ..sus artistas ..es un lugar muy familiar donde casi todos son como familia..felicidades | la mesera me difamó, dañó mi buen nombre, mi honor y dijo con palabras textuales que me vió fumando marihuana, cuando lo único que hice fue tomar el alcohol que ese lugar ofrece. el guarda (que me pareció muy atrevido) me fue sacando sin incluso querer aclarar ni dejarme hablar incluso con los que yo me encontraba en la mesa que era mi familia. yo no olía, yo quería que me examinaran, de hecho lo borracha a mi no me causa cosas como olvidar y no saber lo que hablo y hago, estaba perfectamente cuerda. el patrón del lugar que estaba cumpliendo años (lo cuál coincidía con el cumpleaños de alguien con quién estábamos) también me acusó y señalò diciendo que “aquí no permitimos eso” pero lógicamenteeeeee yo no hice lo que esa mesera me acusó y dijo con su boca mentirosa “mami, yo la ví” mil porciento mentiras… y yo queriéndome defender de grandisisisisisisisima calumnia, no me lo dejaron hacer ni por un momento (y eso que de lo que ella me acusó fácilmente se hubiera podido corroborar, pero esa gente que maneja ese lugar? nada. ante mi, todos incluyendo hasta el gurda, se vieron tan corruptos) y como fui con personas que ya que estaban tomadas y que no son ‘conflictivas’ no vi apoyo de parte de ellos y solo querían pagar para irnos (como si: 1. la mesera claramente mentirosa, tuviera la razón.. 2. eso arreglara lo mal que esa mesera me hizo pasar por mala boca –envidia que me tuvo muy posiblemente–y que de hecho, mi tío que trabaja en un bar de mejor calidad en el barrio granada “bourbone st.” me explicó que cuando a alguien lo están sacando así del establecimiento y que no hacen nada por querer solucionar y/o comprobar tal problema, està en todo su derecho de no pagar… pero pufff!, para eso estaba listos a verificar nada más ~la cuenta~ la cosa es que pésima mesera (patrón y otra señora también que se me acercó no para ayudarme ni que yo le diera argumentos y explicara que su trabajadora es una mentirosa evidentemente *ojalá que le den una sanción y/o la echen por calumnidora con su cliente, que en este caso fue a mi persona, pero después puede ser otra persona y capaz por andar diciendo que vió algo que nunca existió mete a la gente en problema, que peligrosa mujer para atender, y que peligroso los encargados que dejan las cosas con una totalmente injusticia que se le hace a su cliente ) por no tratar ni un mínimo de solucionar mi injusta denigración. pésimo, pésimo, pésimo.",Económico,+57 321 6442214,Móvil,,,True,operational,"['bar', 'establishment', 'point_of_interest']",True,True,True,True,True,True,True,False,Google API,"cra. 15 #39-10, comuna 8, cali, valle del cauca, colombia"
ChIJsXmV5YWmMI4RbXFF7aNOIa0,dublin bar rock,calle 5 numero 2384 numero 23- a,Ciudad,Valle del Cauca,Colombia,3.4384168,-76.5382454,4.6,667.0,"el sitio es con muy buena onda, música muy bien escogida, el servicio muy bueno con meseras muy diligentes.aunque no es adentro del bar, sí mirar el tema alrededor de éste, pues hay mucho habitante de calle al llegar y eso le da un ambiente hostil y sombrío donde está ubicado. | es un sitio que te hacen sentir como si fueras parte de la familia | la música es variada y diferente a la que siempre ponen en otros bares. muy buenos cócteles y cervezas exóticas. la atención es insuperable, especialmente por andrés. lo único que le falta al lugar para las 5 estrellas es recibir tarjetas de crédito y débito. | está bien chido el bar. buena selección de rock y heavy metal | un lugar donde te sientes en casa, siempre hay una sonrisa y una cerveza para despues de ""uno de esos"" la atención, los precios y la música: su fortaleza",Económico,+57 301 5307754,Móvil,,,True,operational,"['bar', 'establishment', 'point_of_interest']",False,True,True,True,True,True,False,False,Google API,"cl. 5 #2384 #23- a, cali, valle del cauca, colombia"
ChIJbeIEsTCnMI4REbsS3J6vjrA,foxland bar,calle 5 numero 26-01 3 de julio,Ciudad,Valle del Cauca,Colombia,3.4347477,-76.5408684,4.6,227.0,"buscas un bar, rock, indie, clásicos? acá es... mesas pequeñas, cerveza convencional y atención amigable. lo bueno, podés armar tu ambiente de beers&rock sin problema, vení o anda sin pretensiones y pásala según tu estado de animo. | excelente ambiente, buena música y gran atención. | manejan buenos precios, un poco pequeño pero no se siente asfixiante. buen servicio, la cerveza de la casa es deliciosa. | excelente bar de indie, muy buen servicio y su personal está dispuesto en complacer tus gustos y preferencias en cuanto a licor y cócteles, ideal para ir en pareja o en grupo de amigos. | he ido dos o tres veces. el local actual es mucho más grande y por lo tanto más cómodo. su música en general me aburre, la primera vez mucho rock básico ree comercial. la segunda vez algo más alternativo, pero yo solo iba de pasada. y la última vez en su serie por los 2000, la pasé terrible. es que no entiendo su concepto de música alternativa, cuando ponen indie creo que eligen bien; tal vez deberían limitarse a lo que sí saben hacer bien. en cuestión de comida, creo que sólo había empanadas para picar.",,+57 300 8943977,Móvil,https://www.facebook.com/FoxlandBar/,False,,operational,"['bar', 'establishment', 'point_of_interest']",False,False,False,True,True,True,False,False,Google API,"cl. 5 #26-01, 3 de julio, cali, valle del cauca, colombia"
ChIJ-aJ44YSmMI4RcGqPKvHezlU,rainbow bar,calle 5b numero 25-23 3 de julio,Ciudad,Valle del Cauca,Colombia,3.4354519,-76.5403355,4.5,537.0,"lugar perfecto si la combinación de una buena cerveza fría y rock te gusta | este sitio no cumple con las normas, no tiene un control de ruido y genera ruido todas las noches de la semana sin ningún tipo de consideración con la vecindad. al paracer la #policianacional no tiene ningun control sobre la zon, pues todas las noches hacen el mismo escandalo insoportable. adjunto una foto tomada a la 1:39 am del jueves 18 de julio de 2019. | muy buen ambiente para tomar cerveza y escuchar un buen rock | el servicio al cliente es muy bueno! muy bien administrado y atendido: ponen la música que pides y son versatiles en el servicio. excelente. un must en cali si gustan del rock y del metal and....along the week it rules! y....además la hamburguesa mixta es deliciosa! | muy buena música, buena atención y excelentes promociones",Económico,+57 317 7270468,Móvil,,,True,operational,"['bar', 'establishment', 'point_of_interest']",False,False,True,True,True,True,True,False,Google API,"cl. 5b #25-23, 3 de julio, cali, valle del cauca, colombia"
ChIJwzW412umMI4RN57AS4UAnB4,las americas video bar 60s 70s 80s,avenida de las americas san vicente,Ciudad,Valle del Cauca,Colombia,3.4584619,-76.5292188,4.4,65.0,"este lugar siempre fue muy agradable para mi, pero la atención al cliente se ha vuelto bastante deficiente, una de las razones es que los meseros son adultos mayores, se entiende que han estado allí toda la vida, pero por eso mismo deberían de darles capacitaciones,son educados,pero te cobran mal(ya sea de más, menos, o incluso varias veces después de que ya cancelaste),se llenan de cólera si no les das propina, no te toman las canciones que les pides y cuándo esta lleno te quieren acomodar dónde quepas, no dónde estés comodo, no me ha pasado sólo a mi ya que he escuchado estas mismas quejas estando en el lugar. | remembranzas, gratos momentos y la oportunidad de regresar en el pasado con exquisita música. | si buscas un lugar para evocar y recordar la música, lo bohemio y cantar. estés es tu lugar , se puede compartir en pareja amigos y familia . | excelente lugar, muy buena atención hablo mejor es la música. 10/10 | muy buena música y excelente ambiente. se los recomiendo para pasar una gran noche, en compañía de sus amigos.",,+57 318 3585755,Móvil,,,,operational,"['bar', 'establishment', 'point_of_interest']",False,False,False,False,False,False,False,False,Google API,"av. de las americas, san vicente, cali, valle del cauca, colombia"
ChIJHXGghZaoMI4RccWf0kuVr_k,ranchenato menga,calle 10 numero 36 a 148 acopi yumbo cali yumbo valle del cauca colombia,Ciudad,Valle del Cauca,Colombia,3.4971719,-76.5220047,4.4,412.0,"excelente lugar , la música el servicio impecable todo lo único que no me gusto fue que hace demasiado calor y no se siente el aire acondicionado de resto muy buen sitio | me encanta pero prende la luz 20 minutos antes | muy buena atención ,la música es variada, buena rumba para tomar y bailar, lo recomiendo.. | es un buen lugar para pasar el rato, tiene un tope de consumó en licor, la música es buena. | buen ambiente",,+57 316 1709802,Móvil,https://ranchenato.com/,False,True,operational,"['bar', 'establishment', 'night_club', 'point_of_interest']",True,True,True,True,True,True,True,False,Google API,"cl. 10 #36 a 148, acopi, yumbo, cali, yumbo, valle del cauca, colombia"
ChIJh9wxJ6CmMI4RWArbfBPXkmo,liverpool bar rock,calle 5 numero 39-28 nueva granada,Ciudad,Valle del Cauca,Colombia,3.4242031,-76.5470984,4.6,369.0,"amo ese lugar, el ambiente es delicioso, excelente música y la comida bufff... la hamburguesa es espectacular todo super recomendado!!!!! | buen lugar para escuchar buena música en vivo.. | excelente sitio, con una super música y muy buena atención | bien la música pero en la cuenta me ajustaron una cerveza de más no creo que vuelva ‍ ️ | buen rock comida cerveza",,+57 316 3648353,Móvil,,True,True,operational,"['bar', 'establishment', 'point_of_interest']",True,True,True,True,True,True,True,False,Google API,"cl. 5 #39-28, nueva granada, cali, valle del cauca, colombia"
ChIJzQA2xmkLOo4RUA8X5BOnkKM,gastrobar 200 copas,calle 11 numero 31 b 151 manuela beltran candelaria valle del cauca colombia,Ciudad,Valle del Cauca,Colombia,3.4030845,-76.4603025,4.7,45.0,"el mejor gastrobar de poblado campestre, ciudad del valle y candelaria. buen ambiente, música genial, presentaciones en vivo. sus propietarios son muy amables, te sientes como en casa | me sentí bien pero creo que las personas allí te atienden según el carro que llegues y como te vistas una persona sencilla y humilde no cabe allí | muy buen servicio y atención, la comida es deliciosa y tienen barreda en el menú, la música increíble y barriada para todo estilo de persona, un ambiente sano y amigable. | la.verdad es una belleza ambiente rockero tertulia ambiente muy agradable y la atención genial | 𝒍𝒍𝒆𝒈𝒂 𝒆𝒏𝒕𝒓𝒆 𝒉𝒆𝒍𝒂𝒅𝒐 𝒕𝒂𝒍𝒗𝒆𝒛 𝒔𝒆𝒓 𝒓𝒊𝒄𝒐 𝒃𝒊𝒆𝒏 𝒆𝒏𝒄𝒂𝒏𝒕𝒂 𝑮𝒓𝒂𝒄𝒊𝒂𝒔 𝑨 𝑫𝒊𝒐𝒔",,+57 324 2788213,Móvil,https://www.facebook.com/cafebar200copas/,,True,operational,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']",True,False,True,True,True,True,True,False,Google API,"cl. 11 #31 b 151, manuela beltran, candelaria, valle del cauca, colombia"
ChIJ-cz8LW6mMI4R5dDaejWS-LY,epoca restaurante video bar,b avenida 9 norte numero 9-69 granada,Ciudad,Valle del Cauca,Colombia,3.4562064,-76.5369426,4.7,1815.0,"épico lugar para escuchar y cantar música de los 60 tienen buen repertorio , añel servicio es muy bueno la comida es rica | esta noche voy a celebrar mi 22vo. aniversario y espero constatar si todo lo que dicen en las opiniones es cierto. luego les contaré como nos fue... efectivamente el establecimiento es muy agradable, la música, los shows en vivo y la atención son excelentes. en conclusión, me encantó mucho. nosotros como agencia de turismo en cali los recomendamos al 100%. | espectacular en todo sentido..... sitio muy agradable | es un buen lugar, tiene buena comida y buen ambiente, pero es triste que de un momento a otro cobren cover de entrada | muy buen lugar para salir de la rutina. excelente comida y ambiente. buena música y espacio para karaoke. muy recomendado",,+57 312 2330623,Móvil,http://www.epocavideobar.com/,True,True,operational,"['establishment', 'food', 'point_of_interest', 'restaurant']",False,True,True,True,True,True,False,False,Google API,"b, av. 9 nte. #9-69, granada, cali, valle del cauca, colombia"
ChIJZ-5QymWmMI4RXjFP8suW73U,catedral metropolitana de san pedro apostl,centro calle 11 numero 5-39 comuna 3,Ciudad,Valle del Cauca,Colombia,3.4512742,-76.5326262,4.7,580.0,"esta ubicada frente a la plaza caicedo en cali, es muy bonita y tranquila. tiene una arquitectura antigua, la tienen bien conservada. hermosa. | una iglesia muy hermosa, su decoracion barroca da un toque especial | es donde encuentro mi paz y espiritualidad plena con dios. me encanta su eucaristía con el padre winston y monseñor fernando. | me encantó volver a asistir a misa antes de ir al trabajo. recordar es vivir. gracias señor!. | un lugar hermoso",,+57 317 6821927,Móvil,,True,,operational,"['church', 'establishment', 'place_of_worship', 'point_of_interest']",True,True,True,True,True,True,True,False,Google API,"centro, cl. 11 #5-39, comuna 3, cali, valle del cauca, colombia"
ChIJ4f09EKymMI4RmB9zCTVQ0uY,bar rock restaurante cali  saga rock and food,calle 10 numero 66-19 comuna 17,Ciudad,Valle del Cauca,Colombia,3.3978688,-76.5424366,4.5,641.0,"excelente bar, un buen sitio para ir con amigos, hay música en vivo, buenas opciones de comida y la atención es excelente. la música que suena es rock y metal, el ambiente es muy agradable y creo que manejan buenos precios. el unico contra es el tema del parqueo, yo recomiendo a las personas que vayan en vehículos que traten de parquear justo al frente del sitio o al lado o hasta depronto en algun lugar de la 66, nunca en la cuadra de al lado (carrera 66a) ya que puede ser peligroso. | el sitio esta muy bien ubicado, la música es buena, en ocasiones tienen música en vivo, la comida es buena y en general los precios son muy buenos, me gustó! | es un lugar con excelente decoración,la música y su sonido espectacular y nos e diga de la comidad deliciosa lo recomiendo a ojo cerrado . | uno de los mejores lugares si te gusta el rock... la comida estuvo rica .... los cócteles también, pedimos un nightwish y un shcopenhauer, ¡deliciosos! la banda en vivo estuvo excelente. el servicio normal... si quieres ver a la banda en vivo te recomiendo llegar un poco más temprano para coger mesas adelante. ¡muy recomendado! de las pocas joyas que uno se encuentra en la ciudad. | el lugar es agradable, la ambientación es cool, la música a buen volumen, hay música en vivo también (para quienes gustan de ello) la comida es rica, me parece que lo mejor es el servicio, la mayoría de las meseras hacen muy bien si trabajo y son muy amables.",Normal,+57 316 3718775,Móvil,https://sagarockandfood.com/,,True,operational,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']",False,False,True,True,True,True,False,False,Google API,"cl. 10 #66-19, comuna 17, cali, valle del cauca, colombia"
